transaction_id,card_id,transaction_date,amount,merchant,category_id,transaction_type,description
1929,1,11-09-2023,144.2,"Holmes, Lamb and Hicks",9,Debit,Station last although.
1930,3,09-04-2023,329.98,Fuentes-Hull,6,Credit,Up citizen religious recognize perhaps serious.
1931,3,23-06-2023,15.2,Green-Adams,7,Credit,Church analysis hit consumer number.
1932,1,07-08-2023,299.39,Estes LLC,7,Debit,Wide dream where air teacher.
1933,3,02-07-2023,341.34,Ayala and Sons,5,Debit,Throughout age remain kitchen.
1934,4,30-05-2023,86.32,Hooper PLC,5,Debit,Me human region.
1935,6,18-12-2022,250.08,"Odom, Alexander and Ashley",10,Debit,Increase improve hope per.
1936,4,10-07-2023,116.9,Johnson-Smith,6,Debit,Eight late more us early here notice democratic.
1937,6,15-12-2022,438.02,Tucker Group,6,Credit,Accept eight study heart stage lay.
1938,1,02-04-2023,24.6,Webb Group,1,Debit,Everyone figure push difficult more feel.
1939,3,26-08-2023,401.47,Adams LLC,9,Credit,Home eight defense gas doctor own.
1940,4,28-02-2023,321.68,"Park, Mendoza and Green",4,Debit,His across need color seem beyond energy.
1941,5,20-01-2023,417.33,"Torres, Villanueva and Ruiz",10,Credit,Executive remain be.
1942,4,18-12-2022,169.72,Navarro-Smith,6,Debit,Human believe wall eat you discuss.
1943,5,29-11-2023,489.63,"Vincent, Garcia and Martinez",10,Debit,Because choice road through section ground note.
1944,2,10-11-2023,331.98,"Spencer, Norris and Wilson",8,Debit,History forward officer subject water even.
1945,4,09-10-2023,300.41,Dunn Ltd,9,Credit,Film public quickly away quickly site office with.
1946,5,27-10-2023,131.0,"Lowe, Collins and George",5,Debit,Through dog hear bit just head little.
1947,3,14-02-2023,464.5,"Hernandez, Webb and Mcneil",1,Debit,Explain area history air financial everybody big.
1948,3,02-09-2023,294.68,"Hall, Arnold and Smith",6,Credit,Baby option improve catch stay wide guess.
1949,3,26-06-2023,454.11,Jones-Thomas,3,Credit,Drop seat price ground tough writer.
1950,6,20-11-2023,208.64,Peters-Munoz,6,Debit,Claim ball all man best.
1951,1,01-04-2023,303.58,Kennedy Group,8,Credit,No another western them.
1952,1,02-05-2023,437.02,Stuart-Davis,4,Credit,Might of three current.
1953,2,08-08-2023,442.65,"Berry, Rangel and Sexton",6,Debit,Few thus check relate.
1954,1,04-08-2023,78.7,Vazquez PLC,2,Credit,Product behavior save type.
1955,1,18-05-2023,422.97,Hernandez LLC,8,Credit,Season picture someone threat think artist.
1956,5,11-04-2023,133.14,"Crawford, Houston and Phillips",2,Debit,Of would fish.
1957,3,27-12-2022,308.33,"Brown, Mack and Hernandez",1,Credit,Popular however later big.
1958,5,21-09-2023,296.54,"Diaz, Williams and Lin",4,Debit,Win grow imagine place.
1959,2,08-07-2023,404.31,Davis Inc,5,Credit,Four knowledge man war.
1960,4,01-04-2023,354.44,Huber-Smith,4,Debit,Decision allow cover by sport smile.
1961,1,08-12-2022,155.84,Miller Group,7,Credit,Letter option concern mention improve.
1962,6,04-03-2023,264.27,Anderson PLC,3,Debit,Imagine director beat news room.
1963,5,17-05-2023,114.17,"Higgins, Brewer and Day",5,Debit,Series call thousand purpose seat vote down think.
1964,6,06-12-2022,336.33,Valdez-Huffman,6,Debit,Itself of same evidence budget doctor.
1965,5,07-10-2023,33.29,"Grant, Williams and Roberts",10,Credit,Available act determine theory push professional eye rest.
1966,1,30-01-2023,313.67,Lewis and Sons,4,Debit,Degree affect standard lose.
1967,4,18-05-2023,142.17,Cortez-Smith,7,Debit,Us sometimes wait whether foot part late.
1968,6,13-04-2023,53.86,Webb-Dunlap,10,Debit,Back rise special skill want memory enjoy.
1969,5,11-06-2023,148.89,Edwards Inc,8,Debit,Very election practice reach cold.
1970,3,14-04-2023,245.65,"Richardson, Thompson and Anderson",4,Credit,During shake respond probably street city.
1971,4,04-07-2023,328.41,Meyers Group,5,Credit,We remain product there upon to yard.
1972,5,24-11-2023,181.16,Chambers Inc,1,Credit,Technology never manager I.
1973,2,07-03-2023,123.44,"Zimmerman, Brewer and Smith",7,Debit,Tree space firm nearly admit single true.
1974,1,20-10-2023,444.91,Huang-Rivera,9,Credit,Win continue discuss pattern woman democratic.
1975,5,15-10-2023,202.45,Phillips-Smith,5,Debit,Consumer long ago industry.
1976,4,26-08-2023,314.63,"Monroe, Franco and Park",7,Debit,Word law hair kid consider.
1977,6,16-01-2023,420.12,Salazar-Duffy,10,Credit,Institution bit be collection style place involve.
1978,2,03-05-2023,418.77,"Brown, Holt and Williams",2,Credit,Despite risk buy later.
1979,4,09-02-2023,486.75,Estrada-Carey,8,Credit,Impact bit use seek born result at.
1980,4,02-08-2023,473.25,Rodriguez-Walker,3,Debit,Inside at upon source.
1981,1,12-12-2022,119.2,Campbell-Freeman,2,Credit,Herself treatment cut.
1982,5,08-12-2022,401.21,Soto PLC,4,Credit,On executive some discussion know company way represent.
1983,5,27-01-2023,485.19,Davila-Hamilton,4,Debit,Writer city feeling organization.
1984,3,08-06-2023,484.06,Cummings-Carpenter,7,Debit,Value western dream operation item doctor.
1985,4,19-04-2023,117.05,Trevino Inc,3,Debit,Toward experience Congress generation summer often.
1986,1,25-03-2023,490.5,Myers Group,9,Credit,Democrat energy leader become your direction.
1987,1,18-09-2023,310.41,Robinson Ltd,7,Credit,Court life voice generation real body.
1988,6,20-05-2023,144.71,Gilbert-Pollard,2,Debit,Think reach particular more room manage budget guy.
1989,2,16-09-2023,402.22,Huffman-Potter,10,Credit,Key both short unit many tend partner who.
1990,5,28-05-2023,316.91,Montoya Ltd,6,Debit,Most major ready as hold perhaps main any.
1991,5,20-01-2023,162.54,"Blevins, Garcia and Newton",7,Credit,Enjoy personal money.
1992,4,15-06-2023,199.93,Nelson-Jefferson,9,Credit,Or window half culture floor morning.
1993,5,03-09-2023,16.6,Newton Group,10,Credit,Property show Mrs again actually score nor.
1994,2,15-07-2023,118.21,"Nelson, Joseph and Jones",2,Debit,But fine follow garden education floor serious by.
1995,1,03-07-2023,170.05,Hill PLC,3,Credit,He off scientist candidate less first.
1996,3,13-06-2023,495.81,"Preston, Morris and Hunter",8,Debit,On behind without month fly young within.
1997,5,01-09-2023,492.99,Brown PLC,8,Credit,Many theory miss know view bank center.
1998,6,05-04-2023,19.96,"Franklin, Hobbs and Wilson",9,Credit,Course system occur begin stock base foot.
1999,2,06-08-2023,390.27,Miller-Dean,5,Credit,Despite however specific table.
2000,3,28-08-2023,128.91,"Shaw, Harris and Mclaughlin",5,Credit,Tonight argue get paper institution reveal.
